vendor,model,build,path,file,size,md5sum,type,released
Oneplus,OnePlus_9_Pro,lemonadep,radio,bluetooth.img,1912832,c46bb4c7ef0c0a97761c4b6546b0a9dd,MSDOS,2021
Oneplus,OnePlus_9_Pro,lemonadep,radio,modem.img,219983872,d6d6d0309f47c17509e504b3b8ea07d2,MSDOS,2021
Oneplus,OnePlus_9_Pro,lemonadep,radio,boot.img,201326592,f767feb8c85d7140f76fbf4db9801a61,BOOT,2021
Oneplus,OnePlus_9_Pro,lemonadep,radio,dtbo.img,25165824,b028328da98dc8527ebe95b1e4923af7,DTB,2021
Oneplus,OnePlus_9_Pro,lemonadep,radio,vbmeta.img,8192,1f5c0930f3d8f4df71ff98c74daee65a,AVB0,2021
Oneplus,Nord_CE2,oscaro,vendor/firmware,a619_gmu.bin,32768,9e23c52057bb573dee9ba31f1fdba4fa,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,vendor/firmware,a630_sqe.fw,32456,21693ef6f2d686ce79ebb3716a099970,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,vendor/firmware,a660_gmu.bin,55256,179caf2e3b7d5481c3567c2987f5be32,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,vendor/firmware,a660_sqe.fw,40496,08b7662ccd6815333aed6bce9bd69bd7,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,vendor/gpu/kbc,sequence_manifest.bin,5704,252630742d895255d66b5be984bdabda,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/bt,apnv11.bin,4903,13eaa1f04ee8b313b3e0a48833ea7bdb,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera,dualcal_golden.bin,3230,5019a067b8e1c0adedad249748f608f2,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera,neon_yuv_LUT_64.bin,786432,2fec8c44ada2bdacdca9b662cfd8e3da,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera,selfbokehmodel.bin,3115260,70b1e6c9a0b4d6ba67e0b7a5d3180e9d,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/cfr_bin,CFR_OPlus_EF017_UW_snapshot.bin,2126,99593358b2191db96a1bb63dcbe97b54,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/darksight,darksight_main.bin,4280203,75f721494e54c0cac7b0eb063f260c49,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/darksight,darksight_ultrawide.bin,4280203,75f721494e54c0cac7b0eb063f260c49,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/fb_model,face_retouch_chinese.bin,918241,2c9fd180f17b779259f0d99fcf1c6b38,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/fb_model,skinmask.bin,1830708,c306289b750d2ea88937f2f95cc754a9,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut,black_gold.bin,131072,f9f65412aae010a25c9aa525019434e6,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut,bright_coloured.bin,131072,4e92bf6e037e22838e2ae0956760b9cc,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut,cola.bin,131072,30407a4983a0dc8a513e561a26eee09f,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut,drjw1994.bin,131072,c46bc8e3322d4f24b635a16bebe7b24e,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut,drjw2010.bin,131072,46b4b63fe2cb08b34cd5a7a409f3d1b4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut,interstellar_space.bin,131072,dba1f3be06a658cc5f22151f4d83b351,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut/filters_lut,black_gold.bin,131072,f9f65412aae010a25c9aa525019434e6,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut/filters_lut,bright_coloured.bin,131072,4e92bf6e037e22838e2ae0956760b9cc,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut/filters_lut,cola.bin,131072,30407a4983a0dc8a513e561a26eee09f,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut/filters_lut,drjw1994.bin,131072,c46bc8e3322d4f24b635a16bebe7b24e,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut/filters_lut,drjw2010.bin,131072,46b4b63fe2cb08b34cd5a7a409f3d1b4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_lut/filters_lut,interstellar_space.bin,131072,dba1f3be06a658cc5f22151f4d83b351,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_res,film_grain_small.bin,4194304,115e2b851a9cf33b7b28da72993936c1,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/filters_res/filters_res,film_grain_small.bin,4194304,115e2b851a9cf33b7b28da72993936c1,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/camera/singleblur,personseg.bin,2127902,bdfbe9331e14cbd2a0f642dc5608bfb5,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/wifi,bdwlan.bin,26328,9e494f0ac04a71a8f6fafd3e6f6772cc,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/wifi,bdwlan_in.bin,26328,4ac1b5fe6ecf1ae3cf426008ef68c7cb,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_ILI7807S_TIANMA_FAE.img,358761,eca5209ea0fb83123451673eefb3b8a5,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_NT36672C_DSJM_FAE.img,139264,468f675668678415ea2267c5606c305e,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_NT36672C_TIANMA_FAE.img,139264,4566d621f44917c727c69f5e5f0861e8,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21039,FW_NF_NT36672C_TIANMA_FAE.img,139264,59445417f89a8a5256d6dabe73e3e211,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21095,FW_FT3518_SAMSUNG_FAE.img,66902,5347e4442d3dfb04fbc0d345e1ff64c0,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21221,FW_FT3518_SAMSUNG_FAE.img,66600,8af0ae5935508abbc76cde64304c18fb,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21291,FW_FT3518_SAMSUNG_FAE.img,66902,db50905d51f55ed1fdcae204547935e4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21341,FW_NF_ILI7807S_DSJM_FAE.img,391565,b96d633c4e2d9796228735aa67cdc801,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21629,FW_NF_ILI7807S_DSJM_FAE.img,358761,cd504f23bb592fbea674e820b86b9016,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/2162B,FW_NF_ILI7807S_DSJM_FAE.img,358761,cd504f23bb592fbea674e820b86b9016,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_ILI7807S_TIANMA_FAE.img,358761,eca5209ea0fb83123451673eefb3b8a5,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_NT36672C_DSJM_FAE.img,139264,468f675668678415ea2267c5606c305e,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_NT36672C_TIANMA_FAE.img,139264,4566d621f44917c727c69f5e5f0861e8,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_ILI7807S_TIANMA_FAE.img,358761,eca5209ea0fb83123451673eefb3b8a5,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_NT36672C_DSJM_FAE.img,139264,468f675668678415ea2267c5606c305e,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_NT36672C_TIANMA_FAE.img,139264,4566d621f44917c727c69f5e5f0861e8,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21707,FW_NF_ILI7807S_DSJM_FAE.img,391565,66e10a8a7f0f60add1fa218f24391a59,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_ILI7807S_TIANMA_FAE.img,358761,eca5209ea0fb83123451673eefb3b8a5,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_NT36672C_DSJM_FAE.img,139264,468f675668678415ea2267c5606c305e,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_NT36672C_TIANMA_FAE.img,139264,4566d621f44917c727c69f5e5f0861e8,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_FT3681_BOE_FAE.img,123188,6efb85bea58b2c4b6b51eefd56d8a9bf,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_FT3681_BOE_sys_edge_touch_config.img,9528,e288e8a34a8045c4e40823069f7dcf8a,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_FT3681_VXN_FAE.img,123640,1b89bd615ef391fc9195d31b0178da39,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_S3910_TIANMA_sys_edge_touch_config.img,9528,e288e8a34a8045c4e40823069f7dcf8a,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22041,FW_FT3518_SAMSUNG_FAE.img,66902,58a5549ea05c24a10f09a846b087b190,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,FW_NF_ILI7807S_JDI_FAE.img,391925,af7fc6b6aa7da869036bcad350dc7ba7,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,FW_NF_NT36672C_TIANMA_FAE.img,139264,65f2fdcee0a3dd7f7f31bf656ea25c59,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22241,FW_FT3518_SAMSUNG_FAE.img,66902,58a5549ea05c24a10f09a846b087b190,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22273,FW_FT3518_SAMSUNG_FAE.img,66902,ccf28b048d46b584a3aae4d10f3a2e56,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22601,FW_NF_ILI7807S_HUAXING_FAE.img,391925,96f69ed6daefa81d7297ff3786f7c9b4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22602,FW_NF_ILI7807S_HUAXING_FAE.img,391925,96f69ed6daefa81d7297ff3786f7c9b4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22667,FW_NF_ILI7807S_HUAXING_FAE.img,391925,96f69ed6daefa81d7297ff3786f7c9b4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22668,FW_NF_ILI7807S_HUAXING_FAE.img,391925,96f69ed6daefa81d7297ff3786f7c9b4,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22821,FW_NF_NT36672C_TIANMA_FAE.img,139264,feb1b579fd724cd610d30d3821166d17,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,radio,dsp.img,33554432,278c16a022fada5a5ea21b7c846f046c,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,radio,engineering_cdt.img,1048576,2210b6dcc7d58c6fa7c9a4d6de2e38c1,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,radio,oplusstanvbk.img,671744,82343c9d1c38f6ac779a9f77488374b6,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,radio,splash.img,344064,a691e6477276f8f1429c8a3429ac90c9,UNKNOWN,2022
Oneplus,Nord_CE2,oscaro,vendor/gpu/kbc,unified_kbcs_32.bin,1111623,e6ffefa1459efa2f6b8a2cc1e1ba4ea1,FIRMWARE2,2022
Oneplus,Nord_CE2,oscaro,vendor/gpu/kbc,unified_kbcs_64.bin,1127599,4353cad36cbee5d659c8fdfa23adbe43,FIRMWARE2,2022
Oneplus,Nord_CE2,oscaro,vendor/gpu/kbc,unified_ksqs.bin,796357,dae8b801cf355844ec0f0d6d36569deb,FIRMWARE6,2022
Oneplus,Nord_CE2,oscaro,system/odm/etc/wifi,regdb.bin,19348,f94fc7f186e638826b56f8710d53cfc3,WIFI,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_ILI7807S_TIANMA.img,358969,640a5398e9ec4b4a15c2cf7fbf23a34d,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_NT36672C_DSJM.img,139472,b0d633533c54811f3897e776a7888eca,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_NT36672C_TIANMA.img,139472,2699b69c1b2a496b8e46ee874cd200fe,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21039,FW_NF_NT36672C_TIANMA.img,139472,a24f45c33d244116b3a1e25311d07b88,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21095,FW_FT3518_SAMSUNG.img,67110,7e40840dc15100847b53e2fc1c829a50,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21095,FW_GT9886_SAMSUNG.img,90952,51f2672a874f31956e155cc8f2390f41,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21221,FW_FT3518_SAMSUNG.img,67110,c0fb124829718285b0897ac2a4c87084,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21291,FW_FT3518_SAMSUNG.img,67110,30b9197e91d0b71675a6db1e6f7c6bda,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21341,FW_NF_ILI7807S_DSJM.img,391773,7ac356b6c42c9390248bb08326498960,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21629,FW_NF_ILI7807S_DSJM.img,358969,e42eecc959fac9a4ada7ffc270f14c70,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/2162B,FW_NF_ILI7807S_DSJM.img,358969,e42eecc959fac9a4ada7ffc270f14c70,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21653,FW_NT36523_BOE_TEST.bin,200912,9b41c6cfec1601e821592a6df0fbd624,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_ILI7807S_TIANMA.img,358969,640a5398e9ec4b4a15c2cf7fbf23a34d,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_NT36672C_DSJM.img,139472,b0d633533c54811f3897e776a7888eca,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_NT36672C_TIANMA.img,139472,2699b69c1b2a496b8e46ee874cd200fe,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_ILI7807S_TIANMA.img,358969,640a5398e9ec4b4a15c2cf7fbf23a34d,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_NT36672C_DSJM.img,139472,b0d633533c54811f3897e776a7888eca,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_NT36672C_TIANMA.img,139472,2699b69c1b2a496b8e46ee874cd200fe,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21707,FW_NF_ILI7807S_DSJM.img,391773,e295ca4b2932891f9967a328ad2f945d,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21707,FW_NF_TD4377_DSJM.img,165423,5a0d9ce04ad21fad690f2eb8cfb5445a,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_ILI7807S_TIANMA.img,358969,640a5398e9ec4b4a15c2cf7fbf23a34d,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_NT36672C_DSJM.img,139472,b0d633533c54811f3897e776a7888eca,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_NT36672C_TIANMA.img,139472,2699b69c1b2a496b8e46ee874cd200fe,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_FT3681_BOE.img,123396,b4e957acf653a85109b61d5cf42635cf,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_FT3681_VXN.img,123848,5fea2a31bfc5d7eee4308205d11da68a,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,FW_S3910_TIANMA.img,209738,b72cb7c3252bdf43ebb1007c81acc398,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22041,FW_FT3518_SAMSUNG.img,67110,43395b30513d6b0cb83efea4aa99fcd6,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22041,FW_GT9886_SAMSUNG.img,90952,bd9c9b207fba4ee892dafcfce7a8116c,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,FW_NF_ILI7807S_JDI.img,392133,b92f056da94cfa03db2ec06cb1427b1a,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,FW_NF_NT36672C_TIANMA.img,139472,7959c1a3e1e4c6153ff669c8fb4d16f2,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22241,FW_FT3518_SAMSUNG.img,67110,43395b30513d6b0cb83efea4aa99fcd6,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22241,FW_GT9886_SAMSUNG.img,90952,78420dfb205646d0fa4bca5c195259b2,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22273,FW_FT3518_SAMSUNG.img,67110,b474a8b4f5115b2df6715ce1cc735fb4,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22601,FW_NF_ILI7807S_HUAXING.img,392133,f17e440e30446ea31e86da3f68e3455b,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22602,FW_NF_ILI7807S_HUAXING.img,392133,f17e440e30446ea31e86da3f68e3455b,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22667,FW_NF_ILI7807S_HUAXING.img,392133,f17e440e30446ea31e86da3f68e3455b,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22668,FW_NF_ILI7807S_HUAXING.img,392133,f17e440e30446ea31e86da3f68e3455b,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22821,FW_NF_NT36672C_TIANMA.img,139472,bba1c93b94aa0dff028e3b85c254fcb6,FINGERPRINT,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_NT36672C_DSJM_TEST.bin,139264,36965d30021b0b4a9dda9b1f81dedd84,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,FW_NF_NT36672C_TIANMA_TEST.bin,139264,38e232b36fd5762d97d8cf3780055014,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21039,FW_NF_NT36672C_TIANMA_TEST.bin,139264,41c8cb359ec43be0be1cd95dbe5e2743,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_NT36672C_DSJM_TEST.bin,139264,36965d30021b0b4a9dda9b1f81dedd84,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,FW_NF_NT36672C_TIANMA_TEST.bin,139264,38e232b36fd5762d97d8cf3780055014,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_NT36672C_DSJM_TEST.bin,139264,36965d30021b0b4a9dda9b1f81dedd84,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,FW_NF_NT36672C_TIANMA_TEST.bin,139264,38e232b36fd5762d97d8cf3780055014,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_NT36672C_DSJM_TEST.bin,139264,36965d30021b0b4a9dda9b1f81dedd84,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,FW_NF_NT36672C_TIANMA_TEST.bin,139264,38e232b36fd5762d97d8cf3780055014,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,FW_NF_NT36672C_TIANMA_TEST.bin,139264,e8f7426e1ad4e1929c73cbed57d7dda4,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22821,FW_NF_NT36672C_TIANMA_TEST.bin,139264,8c6ed1113921dca78fb5e2e2c2b468d2,TOUCHSCREEN5,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,LIMIT_NF_ILI7807S_TIANMA.img,25980,b11c8b893a4870c3534ca9945656d602,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,LIMIT_NF_NT36672C_DSJM.img,39520,439d460ffa2378b34b8d5315833ed59b,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/20121,LIMIT_NF_NT36672C_TIANMA.img,39520,2538feae621d8494134153f7e1c6460f,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21039,LIMIT_NF_NT36672C_TIANMA.img,44128,f2bea131bcb38754ae0cecd4bf466cae,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21095,LIMIT_FT3518_SAMSUNG.img,14868,79e67ac7fc3dee711de17d82b2d04850,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21095,LIMIT_FT3518_SAMSUNG_AGING.img,14868,1280226645b9d2a0138a59ee51da76fb,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21095,LIMIT_GT9886_SAMSUNG.img,9324,4170a71a9304f6aea282de8532691d56,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21221,LIMIT_FT3518_SAMSUNG.img,29720,7211cf7b1ef8a1534d4a2f72d115996d,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21291,LIMIT_FT3518_SAMSUNG.img,14896,a6bbf5e788cde4d02604ccdb874610e6,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21291,LIMIT_FT3518_SAMSUNG_AGING.img,14868,1280226645b9d2a0138a59ee51da76fb,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21341,LIMIT_NF_ILI7807S_DSJM.img,25980,ec0d9ab7ba2e3e33379e5c1b691b9000,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21653,LIMIT_NT36523_BOE.img,117312,f2b756ff95055dbb5e0dc14239bebdbf,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,LIMIT_NF_ILI7807S_TIANMA.img,25980,b11c8b893a4870c3534ca9945656d602,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,LIMIT_NF_NT36672C_DSJM.img,39520,439d460ffa2378b34b8d5315833ed59b,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216E9,LIMIT_NF_NT36672C_TIANMA.img,39520,2538feae621d8494134153f7e1c6460f,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,LIMIT_NF_ILI7807S_TIANMA.img,25980,b11c8b893a4870c3534ca9945656d602,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,LIMIT_NF_NT36672C_DSJM.img,39520,439d460ffa2378b34b8d5315833ed59b,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/216EA,LIMIT_NF_NT36672C_TIANMA.img,39520,2538feae621d8494134153f7e1c6460f,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21707,LIMIT_NF_ILI7807S_DSJM.img,25980,ec0d9ab7ba2e3e33379e5c1b691b9000,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21707,LIMIT_NF_TD4377_DSJM.img,26128,2076397386448842c8ce2302e853b071,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,LIMIT_NF_ILI7807S_TIANMA.img,25980,b11c8b893a4870c3534ca9945656d602,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,LIMIT_NF_NT36672C_DSJM.img,39520,439d460ffa2378b34b8d5315833ed59b,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/21708,LIMIT_NF_NT36672C_TIANMA.img,39520,2538feae621d8494134153f7e1c6460f,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,LIMIT_FT3681_BOE.img,20368,d2fd744ccc950e358c23670141d4f7ba,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,LIMIT_FT3681_VXN.img,20368,c2daab0a043e0882c54120b1b06a03c8,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22035,LIMIT_S3910_TIANMA.img,15836,1f6229883451c7e5999af87d63fc943c,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22041,LIMIT_FT3518_SAMSUNG.img,14868,79e67ac7fc3dee711de17d82b2d04850,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22041,LIMIT_FT3518_SAMSUNG_AGING.img,14868,1280226645b9d2a0138a59ee51da76fb,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22041,LIMIT_GT9886_SAMSUNG.img,9324,4170a71a9304f6aea282de8532691d56,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,LIMIT_NF_ILI7807S_JDI.img,25980,2fe5bf6ace9c1c6185cd8ce44e36d6e9,OLED,2022
Oneplus,Nord_CE2,oscaro,system/odm/firmware/tp/22045,LIMIT_NF_NT36672C_TIANMA.img,39520,38433c56c3128d684c258b5c4549192d,OLED,2022
